62707,8,1,1,REGULAR,10,22,2018,19.1475
62707,24,1,1,REGULAR,10,22,2018,11.66
62707,6,1,1,REGULAR,10,22,2018,5.523
64458,25,1,1,REGULAR,10,25,2018,6.099
65949,5,1,1,REGULAR,10,18,2018,3.907
65949,5,1,1,REGULAR,10,18,2018,6.3688
65949,28,1,1,REGULAR,10,18,2018,3.427
65949,1,1,1,REGULAR,10,18,2018,6.129
65949,2,1,1,REGULAR,10,18,2018,9.424
65949,5,1,1,REGULAR,10,18,2018,3.427
65949,3,1,1,REGULAR,10,18,2018,6.129
65949,25,1,1,REGULAR,10,18,2018,6.129
65949,4,1,1,REGULAR,10,18,2018,11.42
65949,9,1,1,REGULAR,10,18,2018,5.742333333
65949,14,1,1,REGULAR,10,18,2018,6.293
65949,3,1,1,REGULAR,10,18,2018,2.416
65949,1,1,1,REGULAR,10,18,2018,4.635
65949,1,1,1,REGULAR,10,18,2018,4.635
65949,2,1,1,REGULAR,10,18,2018,6.48
65949,2,1,1,REGULAR,10,18,2018,4.9595
65949,2,1,1,REGULAR,10,18,2018,4.9595
67208,6,1,1,REGULAR,10,24,2018,5
67208,3,1,1,REGULAR,10,24,2018,5
68044,4,1,1,REGULAR,10,19,2018,35.6
68331,80,1,1,REGULAR,10,25,2018,2.5
68334,11,1,1,HIGHPRIORITY,10,25,2018,4.982
68334,3,1,1,HIGHPRIORITY,10,25,2018,8.271
68334,4,1,1,HIGHPRIORITY,10,25,2018,8.651
68334,53,1,1,HIGHPRIORITY,10,25,2018,4.982
68334,20,1,1,HIGHPRIORITY,10,25,2018,8.271
68334,10,1,1,HIGHPRIORITY,10,25,2018,8.651
68334,1,1,1,HIGHPRIORITY,10,25,2018,10.438
68334,1,1,1,HIGHPRIORITY,10,25,2018,10.819
68345,8,1,1,REGULAR,10,23,2018,5.355
68345,21,1,1,REGULAR,10,23,2018,5.355714286
68345,24,1,1,REGULAR,10,23,2018,5.356666667
68345,20,1,1,REGULAR,10,23,2018,5.356
69013,2,1,1,REGULAR,10,18,2018,5.2615
69535,4,1,1,REGULAR,10,15,2018,7.866
69562,9,1,1,HIGHPRIORITY,10,23,2018,6.293
69562,3,1,1,HIGHPRIORITY,10,23,2018,7.229
69562,8,1,1,HIGHPRIORITY,10,23,2018,8.344
69562,10,1,1,HIGHPRIORITY,10,23,2018,10.486
69562,3,1,1,HIGHPRIORITY,10,23,2018,9.55
69562,6,1,1,HIGHPRIORITY,10,23,2018,9.55
70318,61,1,1,REGULAR,10,23,2018,4.73
70318,29,1,1,REGULAR,10,23,2018,5.674
70328,3,1,1,PRIORITY,10,22,2018,6.793333333
70328,3,1,1,PRIORITY,10,22,2018,6.793333333
70451,3,1,1,REGULAR,10,25,2018,6.563
70451,2,1,1,REGULAR,10,25,2018,4.318
70451,4,1,1,REGULAR,10,25,2018,3.2815
70694,54,1,1,HIGH PRIORITY,10,16,2018,16.92777778
70694,56,1,1,HIGH PRIORITY,10,16,2018,16.91678571
70703,2,1,1,REGULAR,10,12,2018,6
70703,2,1,1,REGULAR,10,12,2018,6
71279,21,1,1,REGULAR,10,19,2018,4.486
71279,3,1,1,REGULAR,10,19,2018,9.734
71279,17,1,1,REGULAR,10,19,2018,3.2
71279,4,1,1,REGULAR,10,19,2018,7.136
71357,12,1,1,HIGHPRIORITY,10,19,2018,11.63166667
71357,3,1,1,HIGHPRIORITY,10,19,2018,6.445
71357,25,1,1,HIGHPRIORITY,10,19,2018,13.9164
71411,14,1,1,HIGHPRIORITY,10,10,2018,4.590714286
71411,7,1,1,HIGHPRIORITY,10,10,2018,5.355714286
71411,15,1,1,HIGHPRIORITY,10,10,2018,5.356
71411,20,1,1,HIGHPRIORITY,10,10,2018,5.356
71411,14,1,1,HIGHPRIORITY,10,10,2018,5.355714286
71411,0,1,1,HIGHPRIORITY,10,10,2018,5.356
71411,0,1,1,HIGHPRIORITY,10,10,2018,4.615833333
71411,18,1,1,HIGHPRIORITY,10,10,2018,5.356111111
71411,6,1,1,HIGHPRIORITY,10,10,2018,5.356666667
71411,18,1,1,HIGHPRIORITY,10,10,2018,5.356111111
71411,13,1,1,HIGHPRIORITY,10,10,2018,5.356153846
71411,14,1,1,HIGHPRIORITY,10,10,2018,5.355714286
71411,21,1,1,HIGHPRIORITY,10,10,2018,5.356190476
71411,12,1,1,HIGHPRIORITY,10,10,2018,5.3275
71411,13,1,1,HIGHPRIORITY,10,10,2018,5.356153846
71411,6,1,1,HIGHPRIORITY,10,10,2018,5.356666667
71411,5,1,1,HIGHPRIORITY,10,10,2018,6.428
71411,6,1,1,HIGHPRIORITY,10,10,2018,5.355714286
71411,12,1,1,HIGHPRIORITY,10,10,2018,5.355833333
71411,16,1,1,HIGHPRIORITY,10,10,2018,5.35625
71411,12,1,1,HIGHPRIORITY,10,10,2018,5.355833333
71411,16,1,1,HIGHPRIORITY,10,10,2018,4.675
71411,6,1,1,HIGHPRIORITY,10,10,2018,5.356666667
71411,16,1,1,HIGHPRIORITY,10,10,2018,5.35625
71411,0,1,1,HIGHPRIORITY,10,10,2018,5.356
71411,2,1,1,HIGHPRIORITY,10,10,2018,5.355833333
71582,110,1,1,HIGHPRIORITY,10,17,2018,6.998
71586,7,1,1,HIGHPRIORITY,10,18,2018,9.414
71586,14,1,1,HIGHPRIORITY,10,18,2018,8.564
71739,4,1,1,REGULAR,10,24,2018,7
71739,4,1,1,REGULAR,10,24,2018,7
71739,6,1,1,REGULAR,10,24,2018,7.800666667
71739,4,1,1,REGULAR,10,24,2018,6.6175
71796,6,1,1,REGULAR,10,23,2018,3.496
